substrate,quant,stack,primary_failure,count,rate
base,damaged_q4,cyber_only,distractor_capture,892,0.1394
base,damaged_q4,cyber_only,echo_or_framing,235,0.0367
base,damaged_q4,cyber_only,low_score,413,0.0645
base,damaged_q4,cyber_only,none,2504,0.3912
base,damaged_q4,cyber_only,primitive_gap,863,0.1348
base,damaged_q4,structural_only,cascade,594,0.0928
base,damaged_q4,structural_only,classification_miss,274,0.0428
base,damaged_q4,structural_only,distractor_capture,1230,0.1922
base,damaged_q4,structural_only,echo_or_framing,57,0.0089
base,damaged_q4,structural_only,low_score,43,0.0067
base,damaged_q4,structural_only,none,4196,0.6556
base,damaged_q4,structural_only,primitive_gap,6,0.0009
base,damaged_q4,tri_boundary_heavy,cascade,533,0.0833
base,damaged_q4,tri_boundary_heavy,classification_miss,24,0.0037
base,damaged_q4,tri_boundary_heavy,distractor_capture,1259,0.1967
base,damaged_q4,tri_boundary_heavy,echo_or_framing,272,0.0425
base,damaged_q4,tri_boundary_heavy,low_score,49,0.0077
base,damaged_q4,tri_boundary_heavy,none,4260,0.6656
base,damaged_q4,tri_boundary_heavy,primitive_gap,3,0.0005
base,damaged_q4,tri_cognitive_bridge,cascade,538,0.0841
base,damaged_q4,tri_cognitive_bridge,classification_miss,32,0.005
base,damaged_q4,tri_cognitive_bridge,distractor_capture,1359,0.2123
base,damaged_q4,tri_cognitive_bridge,echo_or_framing,244,0.0381
base,damaged_q4,tri_cognitive_bridge,low_score,58,0.0091
base,damaged_q4,tri_cognitive_bridge,none,4158,0.6497
base,damaged_q4,tri_cognitive_bridge,primitive_gap,11,0.0017
base,damaged_q4,tri_cognitive_heavy,cascade,538,0.0841
base,damaged_q4,tri_cognitive_heavy,classification_miss,18,0.0028
base,damaged_q4,tri_cognitive_heavy,distractor_capture,1405,0.2195
base,damaged_q4,tri_cognitive_heavy,echo_or_framing,285,0.0445
base,damaged_q4,tri_cognitive_heavy,low_score,66,0.0103
base,damaged_q4,tri_cognitive_heavy,none,4074,0.6366
base,damaged_q4,tri_cognitive_heavy,primitive_gap,14,0.0022
base,damaged_q4,tri_cyber_heavy,cascade,558,0.0872
base,damaged_q4,tri_cyber_heavy,classification_miss,96,0.015
base,damaged_q4,tri_cyber_heavy,distractor_capture,1263,0.1973
base,damaged_q4,tri_cyber_heavy,echo_or_framing,335,0.0523
base,damaged_q4,tri_cyber_heavy,low_score,57,0.0089
base,damaged_q4,tri_cyber_heavy,none,4083,0.638
base,damaged_q4,tri_cyber_heavy,primitive_gap,8,0.0013
base,damaged_q4,tri_equal_routed,cascade,596,0.0931
base,damaged_q4,tri_equal_routed,classification_miss,49,0.0077
base,damaged_q4,tri_equal_routed,distractor_capture,1328,0.2075
base,damaged_q4,tri_equal_routed,echo_or_framing,288,0.045
