substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
instruct,damaged_q3,cog_25_cyb_75,high,1600,0.1437,0.1106,0.397,0.6906,0.285,0.0781,0.3906,2.3119,-0.1373,primitive_gap
instruct,damaged_q3,cog_25_cyb_75,low,1600,0.2069,0.16,0.5575,0.8013,0.1569,0.0531,0.2194,1.2369,0.0229,low_score
instruct,damaged_q3,cog_25_cyb_75,medium,1600,0.2231,0.19,0.4989,0.7706,0.215,0.065,0.2712,1.8162,-0.0,primitive_gap
instruct,damaged_q3,cog_25_str_75,extreme,1600,0.5106,0.3219,0.6974,0.8031,0.2019,0.0431,0.4981,0.9725,0.1642,none
instruct,damaged_q3,cog_25_str_75,high,1600,0.5856,0.4406,0.7465,0.86,0.1769,0.015,0.3412,0.7469,0.3199,none
instruct,damaged_q3,cog_25_str_75,low,1600,0.7762,0.6338,0.8956,0.9237,0.0775,0.0094,0.2,0.1806,0.5836,none
instruct,damaged_q3,cog_25_str_75,medium,1600,0.6619,0.5231,0.8119,0.8788,0.14,0.0175,0.2619,0.4819,0.4326,none
instruct,damaged_q3,cog_40_cyb_60,extreme,1600,0.0719,0.0444,0.3236,0.6494,0.3837,0.0925,0.5731,2.9025,-0.2802,cascade
instruct,damaged_q3,cog_40_cyb_60,high,1600,0.1313,0.0969,0.3919,0.7163,0.3063,0.0869,0.4431,2.3194,-0.1638,primitive_gap
instruct,damaged_q3,cog_40_cyb_60,low,1600,0.2137,0.1663,0.5628,0.7913,0.1475,0.0437,0.2081,1.2225,0.0355,low_score
instruct,damaged_q3,cog_40_cyb_60,medium,1600,0.2062,0.1663,0.4795,0.7319,0.2188,0.0719,0.295,1.8694,-0.0308,primitive_gap
instruct,damaged_q3,cog_40_str_60,extreme,1600,0.38,0.2194,0.6124,0.775,0.2362,0.05,0.5294,1.3938,0.0265,cascade
instruct,damaged_q3,cog_40_str_60,high,1600,0.4738,0.3663,0.6794,0.8256,0.1731,0.0219,0.3656,1.0619,0.2276,none
instruct,damaged_q3,cog_40_str_60,low,1600,0.6069,0.4838,0.8246,0.9056,0.0906,0.0106,0.2,0.4113,0.4179,none
instruct,damaged_q3,cog_40_str_60,medium,1600,0.5819,0.4844,0.7556,0.8694,0.1294,0.0138,0.2425,0.7662,0.3851,none
instruct,damaged_q3,cog_50_cyb_50,extreme,1600,0.0625,0.0362,0.3012,0.6406,0.4,0.1125,0.5931,2.9781,-0.3026,cascade
instruct,damaged_q3,cog_50_cyb_50,high,1600,0.125,0.0887,0.3731,0.6944,0.3275,0.0869,0.4225,2.3887,-0.1801,cascade
instruct,damaged_q3,cog_50_cyb_50,low,1600,0.1837,0.14,0.5395,0.795,0.1531,0.05,0.2444,1.3006,-0.0005,primitive_gap
instruct,damaged_q3,cog_50_cyb_50,medium,1600,0.1737,0.1363,0.4589,0.7375,0.2356,0.0788,0.3219,1.95,-0.0734,primitive_gap
instruct,damaged_q3,cog_50_str_50,extreme,1600,0.3019,0.1819,0.5461,0.75,0.2669,0.0512,0.5563,1.7069,-0.0383,cascade
instruct,damaged_q3,cog_50_str_50,high,1600,0.3744,0.3,0.6197,0.8119,0.1881,0.0331,0.3837,1.3381,0.1393,none
instruct,damaged_q3,cog_50_str_50,low,1600,0.5106,0.4131,0.7773,0.89,0.1087,0.0131,0.1994,0.5475,0.3346,none
instruct,damaged_q3,cog_50_str_50,medium,1600,0.4981,0.4231,0.7115,0.8544,0.1306,0.0206,0.2512,0.9625,0.3116,none
instruct,damaged_q3,cog_60_cyb_40,extreme,1600,0.0825,0.05,0.3047,0.615,0.3756,0.1094,0.6281,2.995,-0.2846,cascade
instruct,damaged_q3,cog_60_cyb_40,high,1600,0.1331,0.0981,0.3708,0.6869,0.3075,0.0644,0.43,2.4206,-0.1624,primitive_gap
instruct,damaged_q3,cog_60_cyb_40,low,1600,0.205,0.1556,0.5597,0.8106,0.1369,0.0456,0.2162,1.26,0.0251,low_score
instruct,damaged_q3,cog_60_cyb_40,medium,1600,0.1825,0.1519,0.4587,0.7456,0.2338,0.0681,0.3181,1.9525,-0.0549,primitive_gap
instruct,damaged_q3,cog_60_str_40,extreme,1600,0.2219,0.14,0.4905,0.7338,0.2831,0.0556,0.55,2.0181,-0.101,cascade
instruct,damaged_q3,cog_60_str_40,high,1600,0.3125,0.2481,0.5615,0.7837,0.2238,0.0331,0.3987,1.5688,0.064,none
instruct,damaged_q3,cog_60_str_40,low,1600,0.4156,0.3244,0.7229,0.8781,0.115,0.0244,0.2219,0.7231,0.2311,none
instruct,damaged_q3,cog_60_str_40,medium,1600,0.4012,0.3237,0.6381,0.8187,0.1756,0.0262,0.3063,1.2056,0.181,none
instruct,damaged_q3,cog_75_cyb_25,extreme,1600,0.0531,0.0312,0.2727,0.6081,0.3987,0.0975,0.6381,3.1544,-0.3166,cascade
instruct,damaged_q3,cog_75_cyb_25,high,1600,0.1194,0.0912,0.3655,0.6944,0.3131,0.0756,0.44,2.4613,-0.1761,primitive_gap
instruct,damaged_q3,cog_75_cyb_25,low,1600,0.1869,0.1456,0.5306,0.7812,0.1494,0.0462,0.2112,1.3375,0.0078,primitive_gap
instruct,damaged_q3,cog_75_cyb_25,medium,1600,0.1613,0.1369,0.4362,0.7188,0.2338,0.0606,0.3013,2.06,-0.0725,primitive_gap
instruct,damaged_q3,cog_75_str_25,extreme,1600,0.1369,0.0775,0.3955,0.6969,0.3494,0.0813,0.6219,2.4762,-0.2171,cascade
instruct,damaged_q3,cog_75_str_25,high,1600,0.2206,0.1762,0.4739,0.7369,0.2625,0.04,0.4012,1.9494,-0.0401,primitive_gap
instruct,damaged_q3,cog_75_str_25,low,1600,0.3094,0.255,0.6553,0.8369,0.1237,0.0238,0.2119,0.9337,0.1495,none
instruct,damaged_q3,cog_75_str_25,medium,1600,0.2569,0.2156,0.5519,0.7881,0.2056,0.035,0.3125,1.5681,0.0435,primitive_gap
instruct,damaged_q3,cognitive_only,extreme,1600,0.035,0.0206,0.211,0.5569,0.4556,0.085,0.6356,3.5238,-0.3601,cascade
instruct,damaged_q3,cognitive_only,high,1600,0.0856,0.0681,0.3041,0.6081,0.3481,0.0481,0.415,2.7556,-0.2169,cascade
instruct,damaged_q3,cognitive_only,low,1600,0.1375,0.1087,0.4722,0.7113,0.1694,0.0344,0.2294,1.4906,-0.0418,classification_miss
instruct,damaged_q3,cognitive_only,medium,1600,0.1106,0.0894,0.3748,0.6544,0.2481,0.0406,0.3387,2.3019,-0.1354,primitive_gap
instruct,damaged_q3,cyb_25_str_75,extreme,1600,0.5369,0.3125,0.7198,0.8006,0.2231,0.0519,0.51,0.7913,0.1548,none
instruct,damaged_q3,cyb_25_str_75,high,1600,0.6069,0.455,0.7668,0.8456,0.1581,0.0231,0.33,0.6462,0.3442,none
instruct,damaged_q3,cyb_25_str_75,low,1600,0.7444,0.6225,0.8776,0.8925,0.0894,0.0094,0.1812,0.21,0.5688,none
instruct,damaged_q3,cyb_25_str_75,medium,1600,0.695,0.56,0.8266,0.8656,0.1231,0.02,0.2331,0.4288,0.479,none
instruct,damaged_q3,cyb_40_str_60,extreme,1600,0.4644,0.2781,0.6518,0.7656,0.2394,0.0762,0.4919,1.14,0.0947,none
instruct,damaged_q3,cyb_40_str_60,high,1600,0.5125,0.3881,0.6879,0.8144,0.1931,0.0312,0.3256,0.97,0.2494,none
instruct,damaged_q3,cyb_40_str_60,low,1600,0.6,0.4906,0.8114,0.8481,0.0869,0.0213,0.1963,0.4163,0.4238,none
instruct,damaged_q3,cyb_40_str_60,medium,1600,0.5919,0.4738,0.7669,0.8425,0.1456,0.0288,0.2387,0.6575,0.3723,none
instruct,damaged_q3,cyb_50_str_50,extreme,1600,0.4094,0.2406,0.6154,0.7662,0.2356,0.0875,0.5162,1.3619,0.043,none
instruct,damaged_q3,cyb_50_str_50,high,1600,0.4525,0.33,0.6502,0.8037,0.205,0.0425,0.3588,1.1381,0.1744,none
instruct,damaged_q3,cyb_50_str_50,low,1600,0.5344,0.4325,0.7802,0.8538,0.1138,0.0288,0.1913,0.5019,0.3522,none
instruct,damaged_q3,cyb_50_str_50,medium,1600,0.5181,0.4075,0.7208,0.8087,0.1462,0.05,0.2681,0.8387,0.2902,none
instruct,damaged_q3,cyb_60_str_40,extreme,1600,0.3038,0.1775,0.5503,0.7238,0.2938,0.0838,0.4963,1.6094,-0.0475,cascade
instruct,damaged_q3,cyb_60_str_40,high,1600,0.3769,0.2831,0.5946,0.7719,0.22,0.0569,0.3588,1.3606,0.109,none
instruct,damaged_q3,cyb_60_str_40,low,1600,0.49,0.3931,0.7528,0.8444,0.0994,0.0338,0.205,0.6075,0.3098,none
instruct,damaged_q3,cyb_60_str_40,medium,1600,0.4938,0.3931,0.6913,0.8194,0.16,0.0494,0.2556,0.9856,0.2655,none
instruct,damaged_q3,cyb_75_str_25,extreme,1600,0.2362,0.1269,0.4785,0.7144,0.3056,0.1081,0.5381,2.0306,-0.131,cascade
instruct,damaged_q3,cyb_75_str_25,high,1600,0.3088,0.2188,0.5341,0.7519,0.2387,0.0744,0.3656,1.6481,0.0206,cascade
instruct,damaged_q3,cyb_75_str_25,low,1600,0.3819,0.3031,0.6859,0.8181,0.1306,0.0431,0.1981,0.8025,0.1993,none
instruct,damaged_q3,cyb_75_str_25,medium,1600,0.375,0.2938,0.613,0.7869,0.1719,0.0694,0.2737,1.31,0.1409,none
instruct,damaged_q3,cyber_only,extreme,1600,0.0731,0.0387,0.291,0.5819,0.3919,0.1181,0.5994,3.0044,-0.3006,cascade
instruct,damaged_q3,cyber_only,high,1600,0.12,0.0838,0.3419,0.6419,0.3325,0.0737,0.41,2.5213,-0.1896,cascade
instruct,damaged_q3,cyber_only,low,1600,0.1894,0.1406,0.5279,0.7312,0.135,0.0519,0.2194,1.3288,0.0058,classification_miss
instruct,damaged_q3,cyber_only,medium,1600,0.1825,0.145,0.4318,0.67,0.2412,0.075,0.28,2.0475,-0.0672,primitive_gap
instruct,damaged_q3,structural_only,extreme,1600,0.4644,0.2831,0.6669,0.76,0.2238,0.0425,0.4763,1.0737,0.1157,none
instruct,damaged_q3,structural_only,high,1600,0.5369,0.3994,0.7048,0.79,0.1869,0.0131,0.3619,0.8644,0.2685,none
instruct,damaged_q3,structural_only,low,1600,0.7119,0.5944,0.8664,0.88,0.0844,0.0056,0.1769,0.2456,0.5415,none
instruct,damaged_q3,structural_only,medium,1600,0.6225,0.4919,0.7861,0.8244,0.1425,0.0131,0.2587,0.5469,0.3985,none
instruct,damaged_q3,tri_boundary_heavy,extreme,1600,0.5275,0.2869,0.7032,0.82,0.2156,0.0925,0.5344,0.9206,0.1149,none
instruct,damaged_q3,tri_boundary_heavy,high,1600,0.5731,0.4113,0.7318,0.8375,0.1737,0.0519,0.3525,0.7856,0.2813,none
instruct,damaged_q3,tri_boundary_heavy,low,1600,0.7087,0.5713,0.8645,0.8925,0.0887,0.0425,0.1869,0.255,0.5084,none
instruct,damaged_q3,tri_boundary_heavy,medium,1600,0.6525,0.5125,0.8009,0.8744,0.1369,0.0512,0.2531,0.5369,0.4141,none
instruct,damaged_q3,tri_cognitive_bridge,extreme,1600,0.4925,0.2781,0.6809,0.825,0.2125,0.0856,0.5219,1.0681,0.1021,none
instruct,damaged_q3,tri_cognitive_bridge,high,1600,0.5487,0.4,0.7275,0.8656,0.1837,0.0462,0.37,0.8294,0.2646,none
instruct,damaged_q3,tri_cognitive_bridge,low,1600,0.7087,0.5519,0.8712,0.93,0.0981,0.0325,0.1994,0.2475,0.4876,none
instruct,damaged_q3,tri_cognitive_bridge,medium,1600,0.6462,0.5162,0.7992,0.89,0.1388,0.0387,0.2562,0.5594,0.4184,none
instruct,damaged_q3,tri_cognitive_heavy,extreme,1600,0.3212,0.1787,0.5647,0.7731,0.2744,0.0988,0.5819,1.5931,-0.0495,cascade
instruct,damaged_q3,tri_cognitive_heavy,high,1600,0.4419,0.3256,0.6523,0.8225,0.2019,0.055,0.3894,1.1444,0.1657,none
instruct,damaged_q3,tri_cognitive_heavy,low,1600,0.5513,0.4269,0.7979,0.9044,0.1044,0.0344,0.2081,0.4869,0.3477,none
instruct,damaged_q3,tri_cognitive_heavy,medium,1600,0.5281,0.4294,0.7215,0.8656,0.1594,0.0406,0.2656,0.8844,0.308,none
instruct,damaged_q3,tri_cyber_heavy,extreme,1600,0.415,0.2188,0.6278,0.7625,0.2406,0.1081,0.545,1.2612,0.0183,cascade
instruct,damaged_q3,tri_cyber_heavy,high,1600,0.475,0.3431,0.6732,0.7956,0.1969,0.0737,0.3494,1.0069,0.191,none
instruct,damaged_q3,tri_cyber_heavy,low,1600,0.6031,0.4562,0.8109,0.8712,0.0813,0.0594,0.1956,0.4437,0.3822,none
instruct,damaged_q3,tri_cyber_heavy,medium,1600,0.5644,0.4269,0.7487,0.8462,0.1469,0.0706,0.2675,0.7475,0.3099,none
instruct,damaged_q3,tri_equal_routed,extreme,1600,0.3775,0.2125,0.6091,0.7906,0.2412,0.0956,0.555,1.4044,0.0064,cascade
instruct,damaged_q3,tri_equal_routed,high,1600,0.4431,0.3144,0.6527,0.8181,0.2019,0.0775,0.3812,1.1319,0.1512,none
instruct,damaged_q3,tri_equal_routed,low,1600,0.585,0.4569,0.812,0.9006,0.1,0.0362,0.2169,0.4344,0.3806,none
instruct,damaged_q3,tri_equal_routed,medium,1600,0.5369,0.4056,0.7289,0.8419,0.1494,0.0644,0.2687,0.8306,0.2849,none
instruct,damaged_q3,tri_naive_equal_all_fire,extreme,1600,0.3756,0.1706,0.6204,0.76,0.2369,0.3794,0.6181,1.0556,-0.0785,cascade
instruct,damaged_q3,tri_naive_equal_all_fire,high,1600,0.4356,0.2263,0.6621,0.7925,0.2037,0.3362,0.4344,0.885,0.0189,none
instruct,damaged_q3,tri_naive_equal_all_fire,low,1600,0.6556,0.3912,0.8168,0.8712,0.1181,0.2206,0.2631,0.3,0.2756,none
instruct,damaged_q3,tri_naive_equal_all_fire,medium,1600,0.5569,0.3269,0.747,0.8206,0.1462,0.2744,0.3337,0.5975,0.1716,none
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,extreme,1600,0.7031,0.2769,0.8169,0.85,0.1719,0.355,0.5669,0.1288,0.1025,distractor_capture
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,high,1600,0.7781,0.3744,0.8626,0.8931,0.1306,0.295,0.3937,0.1125,0.2391,none
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,low,1600,0.8706,0.5144,0.9161,0.9519,0.0844,0.2319,0.2537,0.0394,0.4204,none
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,medium,1600,0.8175,0.4825,0.8877,0.9062,0.1125,0.2531,0.2731,0.0844,0.3721,none
instruct,damaged_q3,tri_structural_heavy_55,extreme,1600,0.6206,0.3594,0.7654,0.8488,0.1844,0.0625,0.5119,0.6488,0.2182,none
instruct,damaged_q3,tri_structural_heavy_55,high,1600,0.6481,0.4694,0.7875,0.8806,0.1719,0.0431,0.3569,0.5469,0.3533,none
instruct,damaged_q3,tri_structural_heavy_55,low,1600,0.8094,0.645,0.9124,0.9487,0.0831,0.0288,0.1938,0.1344,0.5921,none
instruct,damaged_q3,tri_structural_heavy_55,medium,1600,0.755,0.5781,0.8625,0.9062,0.1187,0.045,0.2437,0.3038,0.4988,none
instruct,damaged_q3,tri_structural_heavy_60,extreme,1600,0.6713,0.3862,0.7909,0.8469,0.1769,0.0712,0.4906,0.5119,0.2541,none
instruct,damaged_q3,tri_structural_heavy_60,high,1600,0.6975,0.4944,0.8253,0.8875,0.1506,0.0369,0.35,0.3987,0.3939,none
instruct,damaged_q3,tri_structural_heavy_60,low,1600,0.8475,0.6913,0.9242,0.9356,0.0806,0.0163,0.1925,0.085,0.6442,none
instruct,damaged_q3,tri_structural_heavy_60,medium,1600,0.7731,0.6,0.8771,0.9125,0.1194,0.0288,0.245,0.2362,0.527,none
instruct,damaged_q3,tri_structural_heavy_65,extreme,1600,0.7031,0.4019,0.8186,0.8669,0.1706,0.06,0.5019,0.3825,0.2794,none
instruct,damaged_q3,tri_structural_heavy_65,high,1600,0.7325,0.5262,0.8458,0.895,0.1462,0.0362,0.3281,0.3175,0.433,none
instruct,damaged_q3,tri_structural_heavy_65,low,1600,0.8694,0.7131,0.935,0.9437,0.0781,0.0194,0.1812,0.0563,0.6685,none
instruct,damaged_q3,tri_structural_heavy_65,medium,1600,0.8094,0.6275,0.897,0.93,0.1094,0.0387,0.2338,0.1775,0.5594,none
instruct,damaged_q4,baseline,extreme,1600,0.105,0.0712,0.3568,0.6112,0.2694,0.0356,0.4906,2.8363,-0.1978,primitive_gap
instruct,damaged_q4,baseline,high,1600,0.1506,0.1325,0.4064,0.6294,0.2194,0.0075,0.3306,2.3025,-0.0764,primitive_gap
instruct,damaged_q4,baseline,low,1600,0.2206,0.1819,0.5609,0.7156,0.1131,0.0,0.1706,1.2231,0.0731,low_score
instruct,damaged_q4,baseline,medium,1600,0.2169,0.2,0.4857,0.6825,0.1606,0.0063,0.2344,1.88,0.0378,primitive_gap
instruct,damaged_q4,cog_25_cyb_75,extreme,1600,0.2913,0.1663,0.5525,0.77,0.2112,0.1163,0.4625,1.8256,-0.0487,primitive_gap
instruct,damaged_q4,cog_25_cyb_75,high,1600,0.3719,0.2744,0.594,0.8069,0.1819,0.0819,0.2969,1.5006,0.1047,none
instruct,damaged_q4,cog_25_cyb_75,low,1600,0.4031,0.3206,0.7079,0.8413,0.0931,0.065,0.185,0.7775,0.226,none
instruct,damaged_q4,cog_25_cyb_75,medium,1600,0.4444,0.3669,0.668,0.8363,0.1294,0.0825,0.2106,1.1631,0.2366,none
instruct,damaged_q4,cog_25_str_75,extreme,1600,0.8175,0.5238,0.8889,0.9331,0.1319,0.0394,0.3956,0.1613,0.4366,none
instruct,damaged_q4,cog_25_str_75,high,1600,0.8525,0.6338,0.9147,0.9469,0.1081,0.0138,0.2787,0.1056,0.571,none
instruct,damaged_q4,cog_25_str_75,low,1600,0.905,0.7625,0.9577,0.9894,0.0619,0.005,0.165,0.0338,0.728,none
instruct,damaged_q4,cog_25_str_75,medium,1600,0.89,0.7125,0.9417,0.97,0.0825,0.0219,0.1963,0.06,0.6647,none
instruct,damaged_q4,cog_40_cyb_60,extreme,1600,0.2944,0.1819,0.5445,0.7881,0.23,0.1025,0.4719,1.8669,-0.0387,primitive_gap
instruct,damaged_q4,cog_40_cyb_60,high,1600,0.3781,0.2825,0.6011,0.8206,0.1794,0.08,0.3262,1.4869,0.1122,none
instruct,damaged_q4,cog_40_cyb_60,low,1600,0.3987,0.3169,0.7138,0.8612,0.0956,0.0544,0.1881,0.7731,0.2236,none
instruct,damaged_q4,cog_40_cyb_60,medium,1600,0.4288,0.3419,0.6648,0.8462,0.1256,0.0869,0.2425,1.1919,0.2078,none
instruct,damaged_q4,cog_40_str_60,extreme,1600,0.7356,0.4356,0.8273,0.9056,0.1431,0.0556,0.4425,0.4537,0.3235,none
instruct,damaged_q4,cog_40_str_60,high,1600,0.7881,0.6012,0.8699,0.9363,0.1144,0.0219,0.2806,0.3113,0.5245,none
instruct,damaged_q4,cog_40_str_60,low,1600,0.875,0.7325,0.9475,0.9838,0.0669,0.0112,0.1556,0.0619,0.6946,none
instruct,damaged_q4,cog_40_str_60,medium,1600,0.8506,0.6787,0.9161,0.9669,0.0825,0.0187,0.2181,0.1731,0.6241,none
instruct,damaged_q4,cog_50_cyb_50,extreme,1600,0.2744,0.1531,0.5354,0.7937,0.2244,0.1181,0.4969,1.9269,-0.0739,primitive_gap
instruct,damaged_q4,cog_50_cyb_50,high,1600,0.3475,0.2594,0.587,0.8281,0.2037,0.0844,0.3331,1.5194,0.0788,primitive_gap
instruct,damaged_q4,cog_50_cyb_50,low,1600,0.3738,0.2844,0.7064,0.8788,0.1019,0.0569,0.1931,0.8025,0.1869,none
instruct,damaged_q4,cog_50_cyb_50,medium,1600,0.3919,0.3225,0.6413,0.8569,0.1506,0.0663,0.2631,1.2794,0.179,none
instruct,damaged_q4,cog_50_str_50,extreme,1600,0.6594,0.4169,0.7823,0.8962,0.1525,0.0544,0.4169,0.71,0.2914,none
instruct,damaged_q4,cog_50_str_50,high,1600,0.715,0.5487,0.8233,0.9269,0.1163,0.0288,0.3144,0.5319,0.4564,none
instruct,damaged_q4,cog_50_str_50,low,1600,0.82,0.69,0.9268,0.9769,0.0644,0.0163,0.1519,0.1356,0.6485,none
instruct,damaged_q4,cog_50_str_50,medium,1600,0.7675,0.6225,0.8714,0.95,0.0944,0.0206,0.2219,0.35,0.5548,none
instruct,damaged_q4,cog_60_cyb_40,extreme,1600,0.2313,0.1356,0.5117,0.7562,0.24,0.1131,0.4925,1.9969,-0.0982,primitive_gap
instruct,damaged_q4,cog_60_cyb_40,high,1600,0.34,0.2556,0.5815,0.8137,0.1794,0.0862,0.3356,1.5762,0.0789,primitive_gap
instruct,damaged_q4,cog_60_cyb_40,low,1600,0.3744,0.2931,0.7059,0.8962,0.0975,0.045,0.1769,0.8313,0.1992,none
instruct,damaged_q4,cog_60_cyb_40,medium,1600,0.3919,0.3225,0.6457,0.8612,0.14,0.0606,0.2419,1.2781,0.1851,none
instruct,damaged_q4,cog_60_str_40,extreme,1600,0.5531,0.3463,0.723,0.8681,0.1581,0.0612,0.4487,1.0112,0.2001,none
instruct,damaged_q4,cog_60_str_40,high,1600,0.6281,0.4719,0.7644,0.905,0.1325,0.0475,0.3275,0.79,0.3569,none
instruct,damaged_q4,cog_60_str_40,low,1600,0.6906,0.5831,0.8801,0.9675,0.0712,0.0206,0.1556,0.2875,0.5308,none
instruct,damaged_q4,cog_60_str_40,medium,1600,0.6925,0.5544,0.8166,0.9219,0.1094,0.0362,0.2412,0.5631,0.4669,none
instruct,damaged_q4,cog_75_cyb_25,extreme,1600,0.23,0.1325,0.5044,0.7488,0.2188,0.0994,0.4988,2.0894,-0.0974,primitive_gap
instruct,damaged_q4,cog_75_cyb_25,high,1600,0.3162,0.2587,0.5689,0.8275,0.1869,0.0688,0.3256,1.6669,0.0795,primitive_gap
instruct,damaged_q4,cog_75_cyb_25,low,1600,0.3531,0.2863,0.6937,0.8844,0.1081,0.0419,0.18,0.85,0.1885,none
instruct,damaged_q4,cog_75_cyb_25,medium,1600,0.3619,0.3038,0.6323,0.845,0.1313,0.0712,0.2512,1.345,0.1628,none
instruct,damaged_q4,cog_75_str_25,extreme,1600,0.3944,0.2575,0.6299,0.8306,0.195,0.0737,0.4238,1.47,0.0769,primitive_gap
instruct,damaged_q4,cog_75_str_25,high,1600,0.4594,0.3694,0.6852,0.8675,0.1412,0.0325,0.3056,1.1519,0.2385,none
instruct,damaged_q4,cog_75_str_25,low,1600,0.5456,0.4531,0.8048,0.9244,0.0744,0.0175,0.1619,0.5219,0.3883,none
instruct,damaged_q4,cog_75_str_25,medium,1600,0.5513,0.465,0.741,0.9012,0.1169,0.0331,0.2369,0.8944,0.3596,none
instruct,damaged_q4,cognitive_only,extreme,1600,0.1394,0.0825,0.4147,0.705,0.2619,0.0813,0.5069,2.5369,-0.1797,primitive_gap
instruct,damaged_q4,cognitive_only,high,1600,0.2412,0.1956,0.4979,0.745,0.2137,0.045,0.3094,1.9294,0.0013,primitive_gap
instruct,damaged_q4,cognitive_only,low,1600,0.275,0.2244,0.6206,0.8169,0.1087,0.0362,0.1881,1.0788,0.1155,low_score
instruct,damaged_q4,cognitive_only,medium,1600,0.2806,0.2406,0.5547,0.7712,0.1594,0.0431,0.24,1.6187,0.0841,primitive_gap
instruct,damaged_q4,cyb_25_str_75,extreme,1600,0.7825,0.5131,0.877,0.8944,0.13,0.0456,0.3831,0.1906,0.4248,none
instruct,damaged_q4,cyb_25_str_75,high,1600,0.8325,0.6175,0.9036,0.9256,0.1025,0.0219,0.2731,0.1481,0.5531,none
instruct,damaged_q4,cyb_25_str_75,low,1600,0.9062,0.7781,0.9539,0.9594,0.0525,0.0125,0.1388,0.0413,0.7467,none
instruct,damaged_q4,cyb_25_str_75,medium,1600,0.8556,0.695,0.9215,0.9306,0.0912,0.0163,0.1975,0.1006,0.6435,none
instruct,damaged_q4,cyb_40_str_60,extreme,1600,0.7356,0.4519,0.8377,0.8838,0.1406,0.0675,0.4075,0.3794,0.3446,none
instruct,damaged_q4,cyb_40_str_60,high,1600,0.7544,0.56,0.8563,0.8912,0.1131,0.0431,0.2925,0.3244,0.4778,none
instruct,damaged_q4,cyb_40_str_60,low,1600,0.8556,0.7231,0.9287,0.9275,0.0706,0.0231,0.1487,0.0831,0.6813,none
instruct,damaged_q4,cyb_40_str_60,medium,1600,0.8094,0.6581,0.8909,0.9012,0.0938,0.0319,0.1862,0.2162,0.5979,none
instruct,damaged_q4,cyb_50_str_50,extreme,1600,0.6956,0.4444,0.8055,0.85,0.1369,0.0756,0.3856,0.5456,0.3301,none
instruct,damaged_q4,cyb_50_str_50,high,1600,0.6931,0.5331,0.8174,0.8856,0.1306,0.04,0.2806,0.4925,0.4389,none
instruct,damaged_q4,cyb_50_str_50,low,1600,0.8025,0.6637,0.9068,0.9144,0.06,0.0331,0.1619,0.1644,0.618,none
instruct,damaged_q4,cyb_50_str_50,medium,1600,0.7675,0.6119,0.8684,0.9113,0.0994,0.0469,0.19,0.3244,0.5413,none
instruct,damaged_q4,cyb_60_str_40,extreme,1600,0.6425,0.4081,0.7765,0.8456,0.1456,0.0731,0.3956,0.6981,0.2833,none
instruct,damaged_q4,cyb_60_str_40,high,1600,0.6431,0.4838,0.7789,0.8619,0.1331,0.0606,0.2619,0.6631,0.3776,none
instruct,damaged_q4,cyb_60_str_40,low,1600,0.7456,0.6069,0.8869,0.9219,0.0581,0.04,0.1562,0.2412,0.5569,none
instruct,damaged_q4,cyb_60_str_40,medium,1600,0.6937,0.565,0.8254,0.875,0.1087,0.0437,0.195,0.4794,0.4841,none
instruct,damaged_q4,cyb_75_str_25,extreme,1600,0.5406,0.3219,0.7047,0.8225,0.1825,0.11,0.4369,1.0137,0.1595,none
instruct,damaged_q4,cyb_75_str_25,high,1600,0.5544,0.4225,0.7186,0.8431,0.1462,0.0644,0.2681,0.9344,0.2976,none
instruct,damaged_q4,cyb_75_str_25,low,1600,0.6019,0.4856,0.814,0.8844,0.0712,0.0512,0.1688,0.455,0.4178,none
instruct,damaged_q4,cyb_75_str_25,medium,1600,0.5906,0.4637,0.7652,0.8525,0.1163,0.0606,0.2362,0.7238,0.3617,none
instruct,damaged_q4,cyber_only,extreme,1600,0.2575,0.1644,0.5165,0.7212,0.2263,0.1062,0.4612,1.9675,-0.06,primitive_gap
instruct,damaged_q4,cyber_only,high,1600,0.2988,0.2213,0.5425,0.7612,0.1931,0.0669,0.3094,1.7056,0.0399,primitive_gap
instruct,damaged_q4,cyber_only,low,1600,0.3381,0.2775,0.6597,0.8081,0.0981,0.055,0.1644,0.9313,0.1774,none
instruct,damaged_q4,cyber_only,medium,1600,0.3781,0.3175,0.6217,0.8013,0.1388,0.0694,0.2244,1.3425,0.1769,none
instruct,damaged_q4,structural_only,extreme,1600,0.7781,0.5131,0.8676,0.8894,0.1281,0.0375,0.41,0.2319,0.4228,none
instruct,damaged_q4,structural_only,high,1600,0.815,0.6244,0.8944,0.9075,0.1037,0.0106,0.2644,0.175,0.5612,none
instruct,damaged_q4,structural_only,low,1600,0.89,0.7538,0.9421,0.9456,0.0612,0.005,0.165,0.0556,0.7184,none
instruct,damaged_q4,structural_only,medium,1600,0.8594,0.7087,0.9251,0.9275,0.0881,0.0138,0.1856,0.0881,0.6603,none
instruct,damaged_q4,tri_boundary_heavy,extreme,1600,0.7788,0.4719,0.8679,0.9069,0.1313,0.0956,0.3919,0.2506,0.3695,none
