signal,signal_strength,bundle_size,bundle,pass_rate,mean_score,classified_rate,cascade_rate,avg_distractors,worst_task_rate
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.4903,0.7242,0.7507,0.1549,0.6333,0.05
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4889,0.7377,0.8069,0.116,0.6111,0.2
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.484,0.7376,0.7965,0.1375,0.4639,0.1889
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4826,0.7116,0.7257,0.1632,0.5389,0.1167
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4813,0.7394,0.8354,0.1243,0.4104,0.3167
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.4813,0.6713,0.7278,0.1688,0.3882,0.05
saturated,0.95,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4806,0.7206,0.7819,0.1472,0.7319,0.1667
strong,0.46,8,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4785,0.6872,0.7271,0.1542,0.4694,0.1056
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.4778,0.6702,0.7146,0.1806,0.6181,0.0056
very_strong,0.7,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4743,0.7246,0.7465,0.1528,0.6382,0.2222
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4743,0.7154,0.8,0.1368,0.6111,0.0944
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4743,0.7096,0.7694,0.1465,0.516,0.0611
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.4729,0.651,0.7472,0.1736,0.6028,0.0167
saturated,0.95,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.4729,0.6758,0.7257,0.1688,0.4056,0.0056
saturated,0.95,7,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4722,0.7284,0.7903,0.1146,0.5861,0.1889
very_strong,0.7,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.4708,0.732,0.7215,0.1583,0.6271,0.2111
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.4701,0.6952,0.6722,0.1729,0.5507,0.0333
saturated,0.95,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.4694,0.614,0.6986,0.2153,0.5014,0.0
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.4674,0.6924,0.7375,0.1688,0.459,0.0611
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.466,0.7061,0.7444,0.1417,0.4785,0.0667
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.4646,0.7179,0.734,0.1771,0.5972,0.2444
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.4646,0.6807,0.6951,0.175,0.5924,0.0111
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.4646,0.6797,0.7,0.1632,0.541,0.0111
strong,0.46,9,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4632,0.6921,0.725,0.159,0.5722,0.2611
saturated,0.95,7,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.4611,0.7149,0.7611,0.1451,0.6076,0.0889
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4583,0.7153,0.7306,0.1306,0.4208,0.1611
saturated,0.95,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4576,0.7155,0.7417,0.1576,0.8132,0.2222
strong,0.46,10,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4569,0.6795,0.6896,0.1611,0.65,0.3611
very_strong,0.7,7,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4556,0.7152,0.7715,0.1542,0.5458,0.1833
strong,0.46,7,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4528,0.6894,0.7583,0.1479,0.434,0.1611
strong,0.46,9,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4528,0.6808,0.7201,0.1521,0.5764,0.0944
very_strong,0.7,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4521,0.702,0.7361,0.1694,0.6451,0.1333
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4514,0.7259,0.7729,0.1222,0.3875,0.2833
strong,0.46,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4507,0.6775,0.7069,0.1611,0.5014,0.1111
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.4507,0.6767,0.7194,0.1674,0.5319,0.0389
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.45,0.6544,0.7785,0.1542,0.6632,0.0556
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.45,0.6309,0.6924,0.2,0.5062,0.0056
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4493,0.698,0.7681,0.15,0.6097,0.0722
saturated,0.95,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.4493,0.6567,0.7194,0.1694,0.734,0.0667
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.4493,0.6086,0.6618,0.2278,0.4528,0.0056
saturated,0.95,5,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4486,0.7063,0.7875,0.1333,0.3792,0.0833
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4479,0.7099,0.7694,0.1535,0.5722,0.1833
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.4472,0.6915,0.7583,0.1528,0.5375,0.0222
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.4472,0.6468,0.6556,0.1826,0.5528,0.0111
very_strong,0.7,7,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.4465,0.6957,0.7174,0.1674,0.5354,0.0556
strong,0.46,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4458,0.6475,0.6917,0.1965,0.4632,0.05
strong,0.46,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.441,0.6566,0.7299,0.1597,0.5556,0.05
very_strong,0.7,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.4403,0.6826,0.6951,0.175,0.725,0.05
saturated,0.95,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4396,0.7101,0.7903,0.159,0.7882,0.1389
strong,0.46,8,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4382,0.6461,0.6833,0.1688,0.5257,0.0278
very_strong,0.7,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.4375,0.6399,0.6979,0.1965,0.641,0.05
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4361,0.6947,0.7764,0.1542,0.5056,0.0778
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4361,0.6879,0.7229,0.141,0.4611,0.0667
saturated,0.95,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.4361,0.6884,0.7243,0.1736,0.8194,0.0556
very_strong,0.7,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4361,0.6912,0.7007,0.1542,0.5889,0.0222
very_strong,0.7,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4347,0.7028,0.7104,0.1576,0.6986,0.2167
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4333,0.7181,0.7729,0.1437,0.7021,0.2556
strong,0.46,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4333,0.6378,0.7021,0.1792,0.3958,0.0667
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.4333,0.653,0.6847,0.1771,0.3757,0.0167
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.4326,0.6204,0.6868,0.2139,0.6542,0.0
saturated,0.95,4,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT,0.4326,0.6049,0.6889,0.1764,0.3931,0.0
saturated,0.95,7,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4319,0.7123,0.791,0.1306,0.6472,0.2556
very_strong,0.7,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4319,0.6539,0.7229,0.1729,0.7069,0.1056
strong,0.46,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4313,0.6391,0.7403,0.1708,0.4896,0.0389
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4292,0.704,0.725,0.1549,0.5993,0.2167
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND,0.4285,0.6659,0.716,0.1653,0.5271,0.0722
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4278,0.6918,0.7993,0.15,0.5076,0.1333
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4264,0.6765,0.8035,0.1514,0.5403,0.05
saturated,0.95,8,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4243,0.7087,0.7625,0.1417,0.8007,0.2722
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.4243,0.6578,0.6847,0.1993,0.7521,0.0611
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4236,0.6983,0.7972,0.1437,0.6243,0.1278
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.4236,0.6867,0.7188,0.1562,0.566,0.1167
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4229,0.682,0.6979,0.1569,0.5813,0.1389
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4222,0.6648,0.7118,0.1625,0.425,0.1389
saturated,0.95,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.4222,0.6307,0.7368,0.1729,0.4646,0.0222
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.4222,0.6556,0.6535,0.1931,0.509,0.0111
very_strong,0.7,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4208,0.6948,0.7299,0.1681,0.6507,0.1111
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.4208,0.668,0.7167,0.1785,0.484,0.0056
strong,0.46,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4194,0.6612,0.7104,0.1743,0.5188,0.1111
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4188,0.6856,0.7569,0.1743,0.7076,0.1444
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.4181,0.7004,0.7556,0.1507,0.616,0.0667
saturated,0.95,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4181,0.6656,0.7632,0.1667,0.8333,0.05
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4167,0.6449,0.7451,0.1639,0.4889,0.0389
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT,0.416,0.6468,0.7069,0.1764,0.5111,0.0056
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4153,0.6873,0.7319,0.134,0.3688,0.0889
strong,0.46,7,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4153,0.6312,0.6861,0.1715,0.4729,0.0167
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.4146,0.5988,0.6417,0.2278,0.6222,0.0056
saturated,0.95,7,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4125,0.6808,0.7479,0.1646,0.7271,0.0333
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.4125,0.631,0.6188,0.2111,0.6472,0.0333
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.409,0.6728,0.759,0.1625,0.4958,0.1111
very_strong,0.7,7,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4076,0.7019,0.7562,0.1431,0.5687,0.2722
strong,0.46,9,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.4076,0.648,0.6653,0.1882,0.5771,0.0944
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.4076,0.6183,0.6931,0.1806,0.4208,0.0056
saturated,0.95,6,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.4069,0.6811,0.7646,0.1646,0.5736,0.05
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+DANGER_CHECK,0.4062,0.6931,0.7688,0.1444,0.5972,0.1111
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.4056,0.6744,0.7465,0.1354,0.5035,0.0833
very_strong,0.7,8,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4035,0.6905,0.7049,0.1556,0.7014,0.2222
very_strong,0.7,4,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT,0.4035,0.5819,0.6604,0.2382,0.3646,0.0
strong,0.46,8,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4028,0.652,0.7181,0.166,0.5333,0.1111
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4028,0.6258,0.7146,0.1632,0.6479,0.0389
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4021,0.6514,0.7389,0.15,0.4451,0.1556
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4021,0.6636,0.7639,0.159,0.5181,0.0722
strong,0.46,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.4014,0.6255,0.7201,0.1632,0.4062,0.05
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT,0.4007,0.632,0.6958,0.1951,0.4493,0.0
very_strong,0.7,7,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.3979,0.669,0.6979,0.1736,0.5944,0.0556
saturated,0.95,8,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.3972,0.6744,0.7104,0.1535,0.7562,0.0444
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.3965,0.6553,0.7431,0.1701,0.75,0.05
saturated,0.95,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.3958,0.6856,0.7667,0.1542,0.8674,0.1167
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.3951,0.6165,0.6896,0.1986,0.5049,0.0278
saturated,0.95,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND,0.3944,0.6371,0.6972,0.1653,0.4514,0.0056
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.3924,0.6729,0.7826,0.1632,0.7285,0.0778
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.3917,0.6749,0.7181,0.175,0.6208,0.1
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.391,0.6636,0.7757,0.1604,0.6847,0.0722
saturated,0.95,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.391,0.6744,0.7611,0.1569,0.6653,0.0667
saturated,0.95,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.391,0.6412,0.7368,0.1743,0.5896,0.0611
strong,0.46,9,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.3903,0.6398,0.7181,0.1604,0.6174,0.2167
