signal,signal_strength,bundle_size,bundle,pass_rate,mean_score,classified_rate,cascade_rate,avg_distractors,worst_task_rate
saturated,0.95,3,STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0944,0.3718,0.55,0.2938,0.4472,0.0111
very_strong,0.7,4,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0944,0.355,0.5597,0.2993,0.6306,0.0056
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.0944,0.375,0.5417,0.2938,0.684,0.0
very_strong,0.7,4,UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0938,0.3663,0.5938,0.2639,0.5368,0.0167
strong,0.46,5,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0938,0.3558,0.5368,0.2951,0.5306,0.0167
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0938,0.3564,0.4986,0.2812,0.6694,0.0111
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+DANGER_CHECK,0.0938,0.3869,0.6458,0.2486,0.3597,0.0056
saturated,0.95,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE,0.0938,0.3477,0.5167,0.3014,0.6937,0.0056
saturated,0.95,4,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0938,0.3888,0.5944,0.2514,0.6188,0.0
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK,0.0938,0.3715,0.5576,0.3063,0.5708,0.0
strong,0.46,4,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES,0.0938,0.3304,0.5208,0.3215,0.4729,0.0
very_strong,0.7,3,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE,0.0938,0.2653,0.4264,0.4021,0.5903,0.0
strong,0.46,5,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0931,0.3782,0.6132,0.2639,0.5514,0.0333
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0931,0.3425,0.6007,0.3014,0.4792,0.0278
standard,0.24,5,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0931,0.3636,0.6188,0.2354,0.3764,0.0222
strong,0.46,5,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0931,0.3339,0.5215,0.2889,0.6083,0.0167
strong,0.46,5,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0931,0.3607,0.5458,0.2708,0.5285,0.0111
very_strong,0.7,5,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0931,0.3567,0.5326,0.2896,0.6465,0.0056
strong,0.46,7,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0931,0.3432,0.5104,0.2806,0.7063,0.0056
very_strong,0.7,4,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0931,0.3723,0.5542,0.2778,0.5785,0.0
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0924,0.362,0.6326,0.2729,0.4278,0.0389
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0924,0.4181,0.5319,0.2444,0.5986,0.0333
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0924,0.4007,0.6208,0.2799,0.7319,0.0167
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0924,0.3632,0.5389,0.3139,0.7382,0.0167
standard,0.24,6,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0924,0.3334,0.5458,0.2625,0.4514,0.0167
saturated,0.95,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK,0.0924,0.3803,0.5375,0.2924,0.6153,0.0111
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0924,0.4037,0.5569,0.2722,0.7451,0.0056
saturated,0.95,7,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0924,0.3553,0.5194,0.2847,1.0063,0.0056
strong,0.46,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.0924,0.341,0.55,0.3111,0.5743,0.0056
strong,0.46,3,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT,0.0924,0.2994,0.4993,0.3257,0.4354,0.0056
strong,0.46,5,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0924,0.3281,0.5556,0.309,0.5507,0.0
very_strong,0.7,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0924,0.3066,0.4049,0.3542,0.6854,0.0
saturated,0.95,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0924,0.2984,0.4792,0.3354,0.816,0.0
standard,0.24,6,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0917,0.3669,0.6507,0.2437,0.4347,0.0389
standard,0.24,8,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0917,0.3763,0.6278,0.241,0.5201,0.0333
very_strong,0.7,5,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0917,0.3969,0.5563,0.2465,0.6354,0.0111
very_strong,0.7,3,EXTRACT_GIVENS+UNCERTAINTY_BOUND+DANGER_CHECK,0.0917,0.3675,0.5521,0.2847,0.4076,0.0111
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0917,0.3611,0.5847,0.2847,0.4153,0.0056
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.0917,0.3551,0.4833,0.3076,0.709,0.0056
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.0917,0.3349,0.516,0.3049,0.7729,0.0
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE,0.0917,0.322,0.4993,0.3424,0.6236,0.0
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.091,0.3582,0.6153,0.2493,0.4521,0.0444
very_strong,0.7,4,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.091,0.3957,0.5785,0.2583,0.5542,0.0389
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.091,0.3625,0.6083,0.2604,0.459,0.0389
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.091,0.3604,0.559,0.3007,0.5542,0.0389
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.091,0.3751,0.6646,0.2521,0.4944,0.0222
saturated,0.95,7,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.091,0.3912,0.5458,0.2715,0.884,0.0167
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.091,0.3735,0.6368,0.2389,0.4882,0.0167
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.091,0.344,0.6056,0.2806,0.4889,0.0167
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.091,0.3978,0.559,0.2437,0.6285,0.0111
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES+DANGER_CHECK,0.091,0.3442,0.5493,0.3167,0.5958,0.0111
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE,0.091,0.3321,0.5215,0.3201,0.4403,0.0056
saturated,0.95,3,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT,0.091,0.3909,0.5549,0.266,0.4472,0.0
saturated,0.95,6,SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.091,0.3106,0.5146,0.2986,0.9257,0.0
very_strong,0.7,6,SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.091,0.2943,0.5035,0.3493,0.834,0.0
very_strong,0.7,5,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0903,0.3759,0.5382,0.2576,0.6618,0.0167
strong,0.46,5,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0903,0.3464,0.5938,0.2889,0.5854,0.0167
saturated,0.95,5,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0903,0.4056,0.5597,0.2569,0.6576,0.0056
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0903,0.3815,0.5757,0.2674,0.6743,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0903,0.3742,0.5632,0.2944,0.6792,0.0056
standard,0.24,7,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0903,0.3326,0.5604,0.2667,0.4806,0.0056
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0896,0.3679,0.6132,0.2715,0.459,0.0389
strong,0.46,5,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0896,0.3675,0.5556,0.2729,0.5174,0.0389
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0896,0.375,0.6396,0.2833,0.459,0.0333
strong,0.46,6,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0896,0.3529,0.5681,0.2687,0.6222,0.0278
very_strong,0.7,4,UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0896,0.4032,0.5667,0.2347,0.5326,0.0222
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0896,0.3977,0.5507,0.2847,0.7319,0.0222
very_strong,0.7,4,MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0896,0.3927,0.5257,0.2694,0.4604,0.0111
very_strong,0.7,5,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0896,0.363,0.5535,0.2778,0.6618,0.0
saturated,0.95,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0896,0.3621,0.5847,0.2826,0.5604,0.0
saturated,0.95,5,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0896,0.3463,0.5604,0.2701,0.725,0.0
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+DANGER_CHECK,0.0896,0.3462,0.4986,0.3174,0.6535,0.0
strong,0.46,4,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+DANGER_CHECK,0.0896,0.3383,0.5667,0.3132,0.4729,0.0
standard,0.24,6,EXTRACT_GIVENS+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0889,0.3745,0.6382,0.2674,0.4292,0.0222
standard,0.24,8,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0889,0.3189,0.5687,0.2979,0.5771,0.0222
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+DANGER_CHECK,0.0889,0.3727,0.5611,0.2778,0.6326,0.0111
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES,0.0889,0.3712,0.5076,0.2924,0.6389,0.0111
standard,0.24,7,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0889,0.3602,0.6646,0.2521,0.4931,0.0111
saturated,0.95,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0889,0.3752,0.5153,0.2819,0.8021,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0889,0.3671,0.5514,0.2729,0.641,0.0056
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0889,0.3557,0.5153,0.2715,0.5222,0.0056
strong,0.46,4,MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.0889,0.3192,0.484,0.3028,0.4993,0.0056
strong,0.46,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0889,0.3208,0.4882,0.3444,0.5014,0.0
very_strong,0.7,4,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES,0.0889,0.3179,0.4938,0.3549,0.6771,0.0
standard,0.24,5,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0889,0.3123,0.5625,0.3049,0.4035,0.0
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0882,0.3518,0.6722,0.284,0.4722,0.0389
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0882,0.3767,0.566,0.2771,0.5236,0.0278
standard,0.24,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0882,0.3596,0.6389,0.2729,0.5542,0.0278
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0882,0.3463,0.6153,0.2556,0.4333,0.0167
standard,0.24,5,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0882,0.346,0.5826,0.2778,0.3799,0.0056
very_strong,0.7,4,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES,0.0882,0.3448,0.4875,0.3243,0.5896,0.0056
strong,0.46,5,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0882,0.3396,0.5271,0.2792,0.5514,0.0056
saturated,0.95,3,MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0882,0.3953,0.5889,0.2465,0.4528,0.0
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND,0.0882,0.3432,0.5056,0.3132,0.5035,0.0
standard,0.24,5,MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0875,0.3241,0.5597,0.2549,0.4271,0.0222
very_strong,0.7,2,EXTRACT_GIVENS+VERIFY_RESULT,0.0875,0.39,0.5986,0.2653,0.3417,0.0167
saturated,0.95,4,MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0875,0.3891,0.5535,0.2444,0.5708,0.0056
very_strong,0.7,5,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0875,0.3859,0.5472,0.2812,0.6368,0.0056
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0875,0.3562,0.5306,0.2826,0.6181,0.0056
standard,0.24,6,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0875,0.3285,0.5993,0.2785,0.4493,0.0
saturated,0.95,4,MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0875,0.3185,0.4986,0.3083,0.5771,0.0
standard,0.24,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0875,0.29,0.5333,0.3146,0.4764,0.0
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+DANGER_CHECK,0.0868,0.4063,0.6062,0.2701,0.5479,0.05
standard,0.24,5,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0868,0.3428,0.6292,0.2694,0.4139,0.0278
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+DANGER_CHECK,0.0868,0.3623,0.559,0.2903,0.5035,0.0222
strong,0.46,6,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0868,0.3599,0.5826,0.2674,0.6403,0.0222
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0868,0.3375,0.5347,0.3028,0.6069,0.0167
very_strong,0.7,4,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+DANGER_CHECK,0.0868,0.3819,0.5694,0.2562,0.5938,0.0111
standard,0.24,8,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0868,0.3498,0.5854,0.2514,0.516,0.0111
saturated,0.95,4,EXTRACT_GIVENS+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0868,0.3302,0.5403,0.291,0.5896,0.0111
strong,0.46,5,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0868,0.3371,0.5194,0.3063,0.5653,0.0056
saturated,0.95,4,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0868,0.3599,0.5681,0.275,0.6583,0.0
saturated,0.95,4,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.0868,0.3281,0.5264,0.3208,0.7333,0.0
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT,0.0868,0.3245,0.5097,0.3069,0.4965,0.0
strong,0.46,4,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+DANGER_CHECK,0.0868,0.3161,0.5542,0.341,0.4979,0.0
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0861,0.3612,0.5847,0.2847,0.6194,0.0389
strong,0.46,6,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0861,0.3565,0.55,0.2743,0.5646,0.0333
saturated,0.95,3,VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0861,0.365,0.6375,0.2562,0.484,0.0278
saturated,0.95,3,EXTRACT_GIVENS+STEP_COMPUTE+DANGER_CHECK,0.0861,0.391,0.6174,0.2597,0.5,0.0167
saturated,0.95,5,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0861,0.3675,0.5903,0.2639,0.7444,0.0167
saturated,0.95,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0861,0.3804,0.5903,0.2701,0.7993,0.0111
very_strong,0.7,4,MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0861,0.37,0.5465,0.2806,0.5174,0.0056
saturated,0.95,4,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0861,0.3705,0.55,0.275,0.5868,0.0
saturated,0.95,4,VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0861,0.3647,0.6174,0.2736,0.6167,0.0
saturated,0.95,5,MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0861,0.3439,0.5521,0.2722,0.6438,0.0
very_strong,0.7,6,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0861,0.329,0.4576,0.3229,0.7347,0.0
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0861,0.3273,0.4736,0.3097,0.6944,0.0
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0861,0.3177,0.5431,0.3056,0.4153,0.0
strong,0.46,4,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0861,0.3058,0.5125,0.3187,0.4979,0.0
saturated,0.95,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE,0.0861,0.2994,0.4507,0.341,0.7257,0.0
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0854,0.3706,0.5451,0.2771,0.5604,0.0333
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0854,0.3508,0.5778,0.2778,0.425,0.0222
standard,0.24,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0854,0.3431,0.5833,0.2618,0.4722,0.0222
standard,0.24,7,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0854,0.3606,0.6076,0.2507,0.4556,0.0167
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.0854,0.3486,0.6042,0.2757,0.4701,0.0167
saturated,0.95,4,EXTRACT_GIVENS+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0854,0.3548,0.6188,0.284,0.6208,0.0111
strong,0.46,3,MAP_RELATION+VERIFY_RESULT+DANGER_CHECK,0.0854,0.3453,0.5785,0.2667,0.3951,0.0111
very_strong,0.7,6,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0854,0.3095,0.4924,0.3257,0.7826,0.0056
very_strong,0.7,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.0854,0.3381,0.4799,0.3187,0.716,0.0
strong,0.46,4,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND,0.0854,0.3336,0.5201,0.3042,0.4465,0.0
